density,mean (32 averages),std,std_error
0.0001,1.001109375,0.0062755726830306235,0.0011093750000000025
0.2143785714285714,2.37265625,0.20646398723310944,0.03649802136083611
0.4286571428571428,3.6307656249999996,0.2559309377728184,0.04524262540364805
0.6429357142857142,4.7342812499999996,0.5596490826992654,0.09893291536537037
0.8572142857142856,5.740890624999999,0.8005015437350372,0.1415100174813361
1.071492857142857,6.636890624999999,0.9989177267162617,0.17658537460212978
1.2857714285714283,7.51465625,0.9336880863223664,0.16505429433790894
1.50005,8.226796875,0.8950897671631834,0.1582310110329437
1.7143285714285712,8.723296874999999,0.8953692143411682,0.15828041078157784
1.9286071428571423,9.361171875,0.8833881860473252,0.15616244419353675
2.1428857142857143,10.31865625,1.475296347690208,0.26079801292787314
2.3571642857142856,10.661281250000002,0.9609203915996043,0.16986833127012824
2.571442857142857,11.526078125000002,0.9808881517687124,0.17339816592529897
2.7857214285714282,12.639062500000001,0.950142304706799,0.1679630166875981
3.0,13.075156250000003,0.7810356176825165,0.13806889540288278
3.5,15.052390625000005,0.8528206400544149,0.15075881442958214
5.125,21.17859375,0.615185317443766,0.10875042741272145
6.75,27.087374999999994,0.49978798730868135,0.08835086874538618
8.375,33.78699999999999,0.43729555591819896,0.07730366324312489
10.0,40.0,0.0,0.0
