noise,mean (31 averages),std,std_error
0.0,0.9999999999999999,7.375536133452646e-16,1.324685394858154e-16
0.2631578947368421,0.9967409585706811,0.00031891735339697786,5.7279247578443916e-05
0.5263157894736842,0.986980183659875,0.001361662241516563,0.0002445617581460376
0.7894736842105263,0.9712722570656526,0.00311280496810324,0.0005590762764466279
1.0526315789473684,0.9483054934272656,0.005585123228721669,0.0010031177443513117
1.3157894736842104,0.918453301234538,0.007523116573017812,0.0013511916242795
1.5789473684210529,0.8866091293277096,0.010849361479252114,0.0019486028452787333
1.8421052631578947,0.8509090049115049,0.014791324260437801,0.0026566002611718943
2.1052631578947367,0.8030322018062812,0.02072462119532961,0.0037222518491776754
2.3684210526315788,0.740385896400526,0.02728267091676659,0.004900112350102972
2.631578947368421,0.7050534733565046,0.02797978826478957,0.005025318321942743
2.8947368421052633,0.6387114366304745,0.039444663070450435,0.007084470624112625
3.1578947368421053,0.5936779990951383,0.04520047192362081,0.008118244411594675
3.4210526315789487,0.515747117796735,0.05930792718941635,0.010652018175437098
3.684210526315789,0.42835347701275933,0.06658189182902727,0.011958460791466499
3.947368421052632,0.31391394122723737,0.10787265525066846,0.019374500826726475
4.2105263157894735,0.22852037680814435,0.07943720691087058,0.014267343539390322
4.473684210526316,0.14165989676664179,0.0735586250658642,0.013211519071628836
4.7368421052631575,0.11645346530041725,0.056871311786080916,0.010214389129997947
5.0,0.10441285471993175,0.05819012120962422,0.0104512542948292
