noise,mean (101 averages),std,std_error
0.0,0.999999999636987,9.231869362272863e-10,9.186053350621675e-11
0.2631578947368421,0.9969662770097515,0.00026631740246661566,2.6499571985440408e-05
0.5263157894736842,0.9878529012906931,0.0012541580914099916,0.00012479339433557209
0.7894736842105263,0.9730712133113786,0.0025297967424346584,0.00025172418423945664
1.0526315789473684,0.9522551541246861,0.004910125777918595,0.0004885757757637757
1.3157894736842104,0.9256177947469826,0.006264907750354502,0.0006233816204837528
1.5789473684210529,0.8946360424369635,0.00982450200915847,0.0009775744874405436
1.8421052631578947,0.8596370905239751,0.01209971183333042,0.0012039663264987656
2.1052631578947367,0.818588433347303,0.017366295351512854,0.0017280109730926146
2.3684210526315788,0.772873782675661,0.019684675981731493,0.0019586984679056166
2.631578947368421,0.7267187837792115,0.024913914527577064,0.0024790271508652113
2.8947368421052637,0.6665050114439501,0.026861279890022752,0.0026727972467212326
3.1578947368421053,0.6128308117273722,0.03259701311357317,0.003243524033776802
3.4210526315789487,0.5624041542163679,0.04134067733835559,0.004113551142013512
3.684210526315789,0.4968309750794678,0.04888108788776927,0.004863850034625347
3.947368421052632,0.4388527153828041,0.05350523109293305,0.005323969480824825
4.2105263157894735,0.37397913612299527,0.050107116174820485,0.004985844408811888
4.473684210526316,0.29966541327993745,0.06967691831255887,0.006933112502021952
4.7368421052631575,0.206002428533918,0.07171575631053068,0.007135984465301474
5.0,0.14442217097114762,0.07968245723701735,0.007928700835814937
