,angle,fitness,inner rad,outer rad,spikes
0,3.14058948913,0.525396183229,0.715466854412,1.0,14
1,2.4756335596,0.532530585594,0.79321920157,1.0,13
2,2.4756335596,0.342562021471,0.498238890423,1.0,13
3,2.4756335596,0.22620625139,0.504909417803,1.0,10
4,3.64819220654,0.496158363295,0.715466854412,1.0,14
5,3.73087484085,0.159220490041,0.20773245817,1.0,14
6,2.4756335596,0.375311448397,0.730111786545,1.0,15
7,2.4756335596,0.427695178501,0.79321920157,1.0,10
8,5.12527821444,0.670460612814,0.504909417803,1.0,7
9,3.73087484085,0.259312550845,0.738483997844,1.0,13
10,6.21870936275,0.187921082464,0.885454944427,1.0,11
11,5.12527821444,0.668206896131,0.504909417803,1.0,7
12,3.14058948913,0.429764809152,0.79321920157,1.0,10
13,2.4756335596,0.143898709429,0.498238890423,1.0,14
14,3.14058948913,0.40641713292,0.845029782049,1.0,14
15,2.4756335596,0.418219244257,0.504909417803,1.0,10
16,2.4756335596,0.44710049771,0.730111786545,1.0,15
17,3.64819220654,0.577602736863,0.715466854412,1.0,14
18,3.14058948913,0.481379087907,0.464967852501,1.0,15
19,3.14058948913,0.325848185099,0.498238890423,1.0,14
20,6.21870936275,0.314931068532,0.730111786545,1.0,10
21,5.12527821444,0.399796824087,0.504909417803,1.0,10
22,0.192731739028,0.371411732383,0.464967852501,1.0,15
23,2.4756335596,0.330886035921,0.498238890423,1.0,13
24,6.21870936275,0.270965821701,0.504909417803,1.0,13
25,2.4756335596,0.404489339313,0.498238890423,1.0,13
26,3.73087484085,0.856408354756,0.738483997844,1.0,11
27,5.12527821444,0.118617373193,0.504909417803,1.0,13
28,1.11576980469,0.0686997601976,0.885454944427,1.0,10
29,0.192731739028,0.140277750382,0.20773245817,1.0,10
